customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
CUST0094,Zara Brown,zara.brown0094@example.com,India,2025-06-14,Basic,2593.03
CUST0095,Leo Costa,leo.costa0095@example.com,United States,2023-09-15,Standard,1826.04
CUST0096,Anika Singh,anika.singh0096@example.com,Australia,2024-08-10,Standard,3786.25
CUST0097,Kenji Johnson,kenji.johnson0097@example.com,Japan,2022-12-14,Basic,766.52
CUST0098,Isla Andersen,isla.andersen0098@example.com,Australia,2022-07-11,Premium,5735.12
CUST0099,Rahul Rossi,rahul.rossi0099@example.com,Germany,2022-10-29,Premium,440.51
CUST0100,Chloe Dubois,chloe.dubois0100@example.com,United Kingdom,2024-07-21,Standard,7537.86
CUST0101,Aarav Singh,aarav.singh0101@example.com,Germany,2025-11-27,Standard,4227.49
CUST0102,Priya Rossi,priya.rossi0102@example.com,India,2025-09-05,Basic,96.85
CUST0103,James Garcia,james.garcia0103@example.com,France,2023-03-25,Premium,6844.73
CUST0104,Sofia Andersen,sofia.andersen0104@example.com,Japan,2022-04-13,Basic,2155.73
CUST0105,Wei Garcia,wei.garcia0105@example.com,Japan,2022-10-01,Standard,5691.03
CUST0106,Amara Costa,amara.costa0106@example.com,Australia,2024-06-25,Basic,6936.80
CUST0107,Noah Andersen,noah.andersen0107@example.com,France,2025-01-27,Standard,7631.41
CUST0108,Elena Dubois,elena.dubois0108@example.com,Japan,2023-06-15,Premium,7146.84
CUST0109,Omar Hassan,omar.hassan0109@example.com,Japan,2025-07-07,Premium,2370.35
CUST0110,Mia Smith,mia.smith0110@example.com,Canada,2023-04-26,Standard,2887.91
CUST0111,Lucas Costa,lucas.costa0111@example.com,United Kingdom,2022-10-11,Premium,2004.16
CUST0112,Hana Chen,hana.chen0112@example.com,Germany,2022-05-12,Standard,3494.21
CUST0113,Ethan Costa,ethan.costa0113@example.com,Japan,2024-05-01,Premium,1797.75
CUST0114,Zara Khan,zara.khan0114@example.com,France,2025-04-11,Basic,215.05
CUST0115,Leo Singh,leo.singh0115@example.com,France,2024-09-03,Premium,8016.17
CUST0116,Anika Kim,anika.kim0116@example.com,France,2024-05-08,Basic,6366.51
CUST0117,Kenji Costa,kenji.costa0117@example.com,Germany,2024-09-26,Premium,2356.30
CUST0118,Isla Dubois,isla.dubois0118@example.com,United States,2024-03-07,Standard,5701.98
CUST0119,Rahul Brown,rahul.brown0119@example.com,India,2024-08-15,Premium,8337.10
CUST0120,Chloe Costa,chloe.costa0120@example.com,United States,2024-03-17,Basic,4819.11
CUST0121,Aarav Sharma,aarav.sharma0121@example.com,United Kingdom,2025-08-09,Standard,1196.66
CUST0122,Priya Muller,priya.muller0122@example.com,India,2022-04-13,Standard,3253.43
CUST0123,James Johnson,james.johnson0123@example.com,Japan,2023-11-01,Standard,6482.39
CUST0124,Sofia Brown,sofia.brown0124@example.com,Canada,2024-05-13,Standard,7105.00
CUST0125,Wei Dubois,wei.dubois0125@example.com,United States,2025-01-09,Premium,8499.22
CUST0126,Amara Tanaka,amara.tanaka0126@example.com,Germany,2025-08-24,Premium,6651.42
CUST0127,Noah Patel,noah.patel0127@example.com,United States,2023-05-22,Premium,7141.48
CUST0128,Elena Nguyen,elena.nguyen0128@example.com,India,2023-05-04,Premium,4051.59
CUST0129,Omar Garcia,omar.garcia0129@example.com,Germany,2024-08-10,Basic,2215.26
CUST0130,Mia Tanaka,mia.tanaka0130@example.com,India,2025-05-25,Basic,8193.56
CUST0131,Lucas Garcia,lucas.garcia0131@example.com,India,2023-09-30,Premium,4939.89
CUST0132,Hana Kim,hana.kim0132@example.com,France,2024-03-23,Basic,1725.89
CUST0133,Ethan Singh,ethan.singh0133@example.com,Germany,2022-07-28,Basic,6577.46
CUST0134,Zara Nguyen,zara.nguyen0134@example.com,United Kingdom,2025-03-05,Premium,2983.87
CUST0135,Leo Khan,leo.khan0135@example.com,Australia,2022-05-22,Basic,5521.74
CUST0136,Anika Sharma,anika.sharma0136@example.com,France,2024-09-30,Premium,3713.27
CUST0137,Kenji Tanaka,kenji.tanaka0137@example.com,Japan,2025-12-19,Premium,3729.87
CUST0138,Isla Andersen,isla.andersen0138@example.com,Canada,2025-06-15,Basic,6595.72
CUST0139,Rahul Muller,rahul.muller0139@example.com,France,2025-04-28,Standard,2773.47
CUST0140,Chloe Rossi,chloe.rossi0140@example.com,United Kingdom,2023-07-26,Standard,2110.65
CUST0141,Aarav Muller,aarav.muller0141@example.com,France,2023-11-20,Premium,4226.89
CUST0142,Priya Silva,priya.silva0142@example.com,India,2024-09-25,Premium,3048.27
CUST0143,James Hassan,james.hassan0143@example.com,Australia,2023-07-27,Basic,5975.00
CUST0144,Sofia Hassan,sofia.hassan0144@example.com,United States,2024-11-24,Premium,773.43
CUST0145,Wei Khan,wei.khan0145@example.com,Japan,2025-02-11,Premium,5885.65
CUST0146,Amara Dubois,amara.dubois0146@example.com,Japan,2022-02-05,Premium,2536.29
CUST0147,Noah Brown,noah.brown0147@example.com,Germany,2023-09-20,Basic,4964.14
CUST0148,Elena Dubois,elena.dubois0148@example.com,Australia,2024-05-21,Basic,4700.78
CUST0149,Omar Tanaka,omar.tanaka0149@example.com,Japan,2023-07-09,Standard,2174.36
CUST0150,Mia Garcia,mia.garcia0150@example.com,Germany,2023-10-09,Premium,6327.34
CUST0151,Lucas Nkosi,lucas.nkosi0151@example.com,Germany,2023-03-20,Basic,4141.48
CUST0152,Hana Singh,hana.singh0152@example.com,Canada,2022-07-25,Premium,2553.28
CUST0153,Ethan Tanaka,ethan.tanaka0153@example.com,India,2023-09-12,Premium,6032.76
CUST0154,Zara Chen,zara.chen0154@example.com,Canada,2022-04-04,Premium,4725.88
CUST0155,Leo Chen,leo.chen0155@example.com,Japan,2022-07-30,Premium,4900.84
CUST0156,Anika Dubois,anika.dubois0156@example.com,Japan,2024-06-21,Standard,1607.87
CUST0157,Kenji Patel,kenji.patel0157@example.com,Canada,2024-09-05,Premium,6996.88
CUST0158,Isla Brown,isla.brown0158@example.com,Japan,2022-06-01,Basic,5368.82
CUST0159,Rahul Patel,rahul.patel0159@example.com,India,2022-11-02,Basic,8070.11
CUST0160,Chloe Smith,chloe.smith0160@example.com,Germany,2022-08-31,Basic,6509.55
CUST0161,Aarav Nguyen,aarav.nguyen0161@example.com,Germany,2024-12-06,Standard,3856.85
CUST0162,Priya Muller,priya.muller0162@example.com,Canada,2025-04-20,Standard,2630.46
CUST0163,James Nguyen,james.nguyen0163@example.com,United States,2025-06-02,Basic,888.52
CUST0164,Sofia Johnson,sofia.johnson0164@example.com,Germany,2023-06-26,Basic,736.03
CUST0165,Wei Rossi,wei.rossi0165@example.com,India,2025-02-04,Premium,1372.70
CUST0166,Amara Khan,amara.khan0166@example.com,Japan,2025-11-12,Basic,4020.76
CUST0167,Noah Patel,noah.patel0167@example.com,Germany,2023-08-14,Basic,2438.97
CUST0168,Elena Muller,elena.muller0168@example.com,United Kingdom,2025-11-08,Premium,7857.05
CUST0169,Omar Singh,omar.singh0169@example.com,Germany,2024-05-20,Premium,4651.55
CUST0170,Mia Chen,mia.chen0170@example.com,Canada,2022-10-19,Premium,553.94
CUST0171,Lucas Kim,lucas.kim0171@example.com,Canada,2024-06-18,Premium,4010.50
CUST0172,Hana Kim,hana.kim0172@example.com,France,2023-07-12,Basic,4612.84
CUST0173,Ethan Muller,ethan.muller0173@example.com,United Kingdom,2025-05-09,Premium,7565.62
CUST0174,Zara Silva,zara.silva0174@example.com,Canada,2022-02-22,Premium,1984.41
CUST0175,Leo Singh,leo.singh0175@example.com,United States,2025-10-08,Standard,4919.29
CUST0176,Anika Nkosi,anika.nkosi0176@example.com,Japan,2024-11-28,Basic,3786.84
CUST0177,Kenji Hassan,kenji.hassan0177@example.com,India,2025-04-13,Standard,5413.93
CUST0178,Isla Dubois,isla.dubois0178@example.com,United Kingdom,2024-08-20,Standard,3500.54
CUST0179,Rahul Silva,rahul.silva0179@example.com,United Kingdom,2022-11-26,Standard,3528.40
CUST0180,Chloe Dubois,chloe.dubois0180@example.com,Canada,2025-09-18,Standard,6924.63
CUST0181,Aarav Costa,aarav.costa0181@example.com,United States,2024-07-20,Premium,2707.67
CUST0182,Priya Silva,priya.silva0182@example.com,United Kingdom,2024-04-07,Basic,7020.63
CUST0183,James Sharma,james.sharma0183@example.com,Japan,2024-04-26,Premium,1635.07
CUST0184,Sofia Tanaka,sofia.tanaka0184@example.com,Japan,2025-07-04,Standard,6471.92
CUST0185,Wei Johnson,wei.johnson0185@example.com,Canada,2025-01-29,Premium,7888.83
CUST0186,Amara Muller,amara.muller0186@example.com,Japan,2022-09-06,Premium,8273.09
CUST0187,Noah Nguyen,noah.nguyen0187@example.com,Germany,2025-12-24,Premium,2675.84
CUST0188,Elena Sharma,elena.sharma0188@example.com,France,2022-07-10,Premium,8434.57
CUST0189,Omar Garcia,omar.garcia0189@example.com,Japan,2022-08-29,Basic,7081.61
CUST0190,Mia Dubois,mia.dubois0190@example.com,Canada,2024-11-08,Basic,2360.44
CUST0191,Lucas Dubois,lucas.dubois0191@example.com,Japan,2023-05-15,Standard,4708.19
CUST0192,Hana Brown,hana.brown0192@example.com,Germany,2025-05-12,Basic,6356.17
CUST0193,Ethan Chen,ethan.chen0193@example.com,United Kingdom,2023-07-20,Standard,2921.95
CUST0194,Zara Andersen,zara.andersen0194@example.com,Canada,2022-01-06,Standard,6185.13
CUST0195,Leo Singh,leo.singh0195@example.com,Japan,2022-11-01,Standard,4601.01
CUST0196,Anika Tanaka,anika.tanaka0196@example.com,Australia,2025-02-04,Basic,3237.42
CUST0197,Kenji Silva,kenji.silva0197@example.com,Germany,2025-11-29,Premium,4881.69
CUST0198,Isla Rossi,isla.rossi0198@example.com,France,2022-03-31,Standard,6342.76
CUST0199,Rahul Brown,rahul.brown0199@example.com,France,2025-09-21,Basic,8337.91
CUST0200,Chloe Dubois,chloe.dubois0200@example.com,United States,2022-09-16,Basic,8207.24
CUST0201,Aarav Silva,aarav.silva0201@example.com,United Kingdom,2024-06-20,Premium,4494.29
CUST0202,Priya Muller,priya.muller0202@example.com,United States,2022-10-23,Standard,7409.38
CUST0203,James Chen,james.chen0203@example.com,United Kingdom,2024-08-19,Standard,2910.84
CUST0204,Sofia Brown,sofia.brown0204@example.com,United Kingdom,2023-11-04,Basic,7311.44
CUST0205,Wei Brown,wei.brown0205@example.com,Australia,2025-07-07,Basic,7548.86
CUST0206,Amara Dubois,amara.dubois0206@example.com,United States,2025-06-18,Premium,2033.81
CUST0207,Noah Kim,noah.kim0207@example.com,Germany,2022-07-05,Standard,8316.95
CUST0208,Elena Garcia,elena.garcia0208@example.com,Japan,2022-12-07,Basic,2580.49
CUST0209,Omar Sharma,omar.sharma0209@example.com,United States,2023-10-27,Premium,2528.96
CUST0210,Mia Tanaka,mia.tanaka0210@example.com,France,2022-10-26,Premium,4538.36
CUST0211,Lucas Singh,lucas.singh0211@example.com,India,2022-12-15,Premium,717.28
CUST0212,Hana Brown,hana.brown0212@example.com,Germany,2024-10-16,Basic,1259.34
CUST0213,Ethan Muller,ethan.muller0213@example.com,Canada,2024-07-30,Standard,5684.80
CUST0214,Zara Muller,zara.muller0214@example.com,Canada,2025-10-19,Basic,1384.89
CUST0215,Leo Muller,leo.muller0215@example.com,Australia,2025-04-18,Standard,5449.03
CUST0216,Anika Khan,anika.khan0216@example.com,Canada,2024-07-24,Standard,1733.38
CUST0217,Kenji Brown,kenji.brown0217@example.com,Japan,2022-08-07,Premium,3272.53
CUST0218,Isla Tanaka,isla.tanaka0218@example.com,Canada,2025-12-03,Standard,235.39
CUST0219,Rahul Brown,rahul.brown0219@example.com,Canada,2022-01-17,Basic,7359.82
CUST0220,Chloe Patel,chloe.patel0220@example.com,Japan,2023-08-10,Premium,5179.70
CUST0221,Aarav Tanaka,aarav.tanaka0221@example.com,Germany,2025-07-27,Premium,5296.53
CUST0222,Priya Chen,priya.chen0222@example.com,United Kingdom,2025-07-09,Basic,383.12
CUST0223,James Muller,james.muller0223@example.com,United States,2025-04-01,Standard,6238.44
CUST0224,Sofia Smith,sofia.smith0224@example.com,Canada,2023-11-01,Basic,3561.00
CUST0225,Wei Johnson,wei.johnson0225@example.com,India,2025-01-09,Standard,4535.70
CUST0226,Amara Hassan,amara.hassan0226@example.com,India,2023-06-11,Standard,8224.40
CUST0227,Noah Kim,noah.kim0227@example.com,Australia,2022-08-24,Standard,8186.45
CUST0228,Elena Chen,elena.chen0228@example.com,Germany,2025-10-17,Basic,5748.73
CUST0229,Omar Brown,omar.brown0229@example.com,Australia,2022-07-04,Standard,167.61
CUST0230,Mia Costa,mia.costa0230@example.com,United Kingdom,2024-07-20,Standard,5735.40
CUST0231,Lucas Hassan,lucas.hassan0231@example.com,France,2025-07-31,Standard,965.52
CUST0232,Hana Rossi,hana.rossi0232@example.com,Japan,2022-02-21,Basic,7521.78
CUST0233,Ethan Costa,ethan.costa0233@example.com,Australia,2025-06-03,Premium,5522.66
CUST0234,Zara Muller,zara.muller0234@example.com,Canada,2025-08-22,Standard,1035.91
CUST0235,Leo Patel,leo.patel0235@example.com,United States,2023-09-16,Standard,1031.22
CUST0236,Anika Rossi,anika.rossi0236@example.com,India,2024-03-06,Standard,3185.05
CUST0237,Kenji Costa,kenji.costa0237@example.com,France,2025-04-17,Basic,6189.76
CUST0238,Isla Khan,isla.khan0238@example.com,United Kingdom,2024-09-29,Basic,3498.58
CUST0239,Rahul Hassan,rahul.hassan0239@example.com,United States,2025-11-14,Standard,1885.93
CUST0240,Chloe Muller,chloe.muller0240@example.com,Germany,2024-01-13,Premium,8338.84
CUST0241,Aarav Tanaka,aarav.tanaka0241@example.com,Australia,2022-05-05,Standard,2381.20
CUST0242,Priya Garcia,priya.garcia0242@example.com,Japan,2022-07-07,Basic,1842.29
CUST0243,James Nguyen,james.nguyen0243@example.com,United States,2022-04-14,Standard,2108.16
CUST0244,Sofia Chen,sofia.chen0244@example.com,Germany,2022-05-21,Basic,1800.48
CUST0245,Wei Johnson,wei.johnson0245@example.com,Germany,2023-11-04,Premium,6714.04
CUST0246,Amara Nguyen,amara.nguyen0246@example.com,United States,2023-07-22,Premium,8394.61
CUST0247,Noah Costa,noah.costa0247@example.com,Canada,2022-12-24,Premium,5635.94
CUST0248,Elena Sharma,elena.sharma0248@example.com,India,2022-01-31,Standard,6725.37
CUST0249,Omar Rossi,omar.rossi0249@example.com,Australia,2022-02-02,Premium,2292.36
CUST0250,Mia Chen,mia.chen0250@example.com,France,2024-12-13,Premium,6350.87
CUST0251,Lucas Dubois,lucas.dubois0251@example.com,Japan,2024-01-12,Basic,5066.48
CUST0252,Hana Muller,hana.muller0252@example.com,Germany,2025-06-13,Premium,6195.20
CUST0253,Ethan Andersen,ethan.andersen0253@example.com,Canada,2024-07-27,Basic,8196.02
CUST0254,Zara Patel,zara.patel0254@example.com,Japan,2024-04-02,Standard,5847.52
CUST0255,Leo Dubois,leo.dubois0255@example.com,Japan,2022-05-31,Premium,2771.84
CUST0256,Anika Chen,anika.chen0256@example.com,United Kingdom,2022-09-16,Standard,5325.48
CUST0257,Kenji Singh,kenji.singh0257@example.com,Australia,2024-02-20,Basic,4533.21
CUST0258,Isla Muller,isla.muller0258@example.com,France,2022-07-23,Basic,1016.80
CUST0259,Rahul Costa,rahul.costa0259@example.com,Germany,2024-05-30,Standard,7554.37
CUST0260,Chloe Khan,chloe.khan0260@example.com,Australia,2024-07-17,Standard,3565.11
CUST0261,Aarav Garcia,aarav.garcia0261@example.com,Australia,2024-05-24,Standard,5670.16
CUST0262,Priya Tanaka,priya.tanaka0262@example.com,India,2025-11-07,Standard,617.28
CUST0263,James Smith,james.smith0263@example.com,United Kingdom,2024-06-03,Premium,6341.78
CUST0264,Sofia Tanaka,sofia.tanaka0264@example.com,India,2025-02-13,Premium,5005.63
CUST0265,Wei Costa,wei.costa0265@example.com,Australia,2025-10-04,Premium,3521.33
CUST0266,Amara Khan,amara.khan0266@example.com,United States,2023-08-13,Basic,2690.19
CUST0267,Noah Garcia,noah.garcia0267@example.com,Germany,2022-11-13,Basic,4124.50
CUST0268,Elena Garcia,elena.garcia0268@example.com,Australia,2025-02-13,Standard,1020.78
CUST0269,Omar Hassan,omar.hassan0269@example.com,Germany,2024-05-28,Basic,8284.92
CUST0270,Mia Nguyen,mia.nguyen0270@example.com,United States,2025-06-01,Basic,7058.94
CUST0271,Lucas Hassan,lucas.hassan0271@example.com,United States,2023-01-05,Standard,5987.80
CUST0272,Hana Kim,hana.kim0272@example.com,Australia,2023-12-20,Premium,1582.88
CUST0273,Ethan Chen,ethan.chen0273@example.com,France,2022-05-23,Premium,6311.19
CUST0274,Zara Sharma,zara.sharma0274@example.com,United Kingdom,2024-12-22,Premium,3228.84
CUST0275,Leo Muller,leo.muller0275@example.com,Australia,2022-11-19,Standard,2683.34
CUST0276,Anika Silva,anika.silva0276@example.com,United Kingdom,2022-04-18,Premium,1380.11
CUST0277,Kenji Nguyen,kenji.nguyen0277@example.com,United States,2025-10-12,Premium,2349.27
CUST0278,Isla Khan,isla.khan0278@example.com,Japan,2025-05-28,Standard,3549.85
CUST0279,Rahul Johnson,rahul.johnson0279@example.com,United Kingdom,2023-12-08,Standard,987.02
CUST0280,Chloe Singh,chloe.singh0280@example.com,Japan,2024-12-15,Basic,2656.14
CUST0281,Aarav Rossi,aarav.rossi0281@example.com,France,2025-05-12,Premium,114.96
CUST0282,Priya Kim,priya.kim0282@example.com,Germany,2022-10-09,Standard,2495.83
CUST0283,James Garcia,james.garcia0283@example.com,United States,2024-10-15,Basic,3689.03
CUST0284,Sofia Chen,sofia.chen0284@example.com,France,2024-12-26,Basic,1994.44
CUST0285,Wei Costa,wei.costa0285@example.com,Australia,2022-05-28,Standard,7331.91
CUST0286,Amara Patel,amara.patel0286@example.com,France,2022-02-08,Standard,7833.82
CUST0287,Noah Silva,noah.silva0287@example.com,France,2025-03-20,Standard,6045.27
CUST0288,Elena Khan,elena.khan0288@example.com,Canada,2022-08-24,Standard,226.24
CUST0289,Omar Silva,omar.silva0289@example.com,India,2025-06-19,Standard,7080.62
CUST0290,Mia Tanaka,mia.tanaka0290@example.com,United Kingdom,2024-06-13,Premium,2106.02
CUST0291,Lucas Singh,lucas.singh0291@example.com,France,2024-12-09,Premium,3394.23
CUST0292,Hana Kim,hana.kim0292@example.com,Australia,2023-03-30,Standard,6633.55
CUST0293,Ethan Smith,ethan.smith0293@example.com,United Kingdom,2024-12-22,Basic,1688.49
CUST0294,Zara Tanaka,zara.tanaka0294@example.com,Australia,2025-08-14,Premium,2046.47
CUST0295,Leo Chen,leo.chen0295@example.com,Canada,2023-02-09,Premium,5140.27
CUST0296,Anika Smith,anika.smith0296@example.com,India,2025-07-10,Standard,3970.40
CUST0297,Kenji Singh,kenji.singh0297@example.com,Japan,2025-10-26,Basic,5483.28
CUST0298,Isla Nguyen,isla.nguyen0298@example.com,Australia,2025-07-08,Standard,1325.59
CUST0299,Rahul Smith,rahul.smith0299@example.com,Japan,2024-06-24,Basic,2608.83
CUST0300,Chloe Hassan,chloe.hassan0300@example.com,United States,2023-12-22,Basic,676.91
CUST0301,Aarav Muller,aarav.muller0301@example.com,Japan,2022-03-19,Premium,3165.83
